epoch,loss,mae,mse
0,0.0018694254872724683,0.023296932,0.0018694215
1,0.0004829286726427795,0.014074724,0.0004829286
2,0.00040159219521287206,0.012739361,0.0004015923
3,0.0003620241631109768,0.012039047,0.00036202432
4,0.00033648797375267187,0.011575082,0.00033648836
5,0.0003180235943595853,0.011232227,0.0003180229
6,0.00030370174215083235,0.010968136,0.000303702
7,0.0002922935508261591,0.010749296,0.00029229373
8,0.00028331689796607035,0.01056651,0.00028331627
9,0.0002759945991903084,0.010412265,0.00027599407
10,0.0002698133086687344,0.010278956,0.00026981317
11,0.00026446763619175737,0.010161829,0.00026446767
12,0.00025990764082507365,0.01005841,0.0002599075
13,0.00025596630993199716,0.009969706,0.00025596577
14,0.00025243366897366215,0.009888085,0.0002524335
15,0.00024932938651010773,0.009817125,0.00024932972
16,0.0002465600379819443,0.009752847,0.0002465603
17,0.0002439696599949805,0.009691608,0.00024396971
18,0.00024155115813519632,0.0096335765,0.0002415513
19,0.0002392656021785171,0.009580726,0.00023926648
20,0.00023712891262299055,0.009528904,0.00023712828
21,0.00023519459682054916,0.0094799455,0.00023519456
22,0.000233379374097671,0.009435325,0.00023338011
23,0.0002316637639197045,0.009392835,0.00023166365
24,0.00023002686409560432,0.009351444,0.0002300262
