epoch,loss,mae,mse
0,0.0060912998877698556,0.04585097,0.0060913227
1,0.00046494714376982304,0.016234385,0.00046494708
2,0.0002876361736422405,0.012652428,0.0002876357
3,0.0002538215862028301,0.011845232,0.00025382152
4,0.00024254462591954506,0.011540216,0.00024254461
5,0.00023724128857022152,0.011391907,0.00023724165
6,0.00023279443283216096,0.011273531,0.00023279437
7,0.0002278188773430884,0.011127488,0.00022781908
8,0.00022516198851517402,0.011048601,0.00022516216
9,0.00022415443142992446,0.011010984,0.00022415434
10,0.00022093044763198122,0.010923695,0.00022093029
11,0.00021995025760843418,0.010892694,0.00021995003
12,0.00021837191018857994,0.010837505,0.00021837222
13,0.0002170451208204031,0.010804032,0.00021704535
14,0.00021600946001824924,0.010775188,0.00021600939
15,0.00021461127216345632,0.010739139,0.0002146113
16,0.00021436249371501617,0.010724997,0.0002143625
17,0.00021366000834270382,0.010705304,0.00021365994
18,0.00021310268174973317,0.010676278,0.00021310314
19,0.00021240848411922342,0.010662363,0.00021240799
20,0.000210959223783575,0.01062031,0.00021095829
21,0.0002109687684045639,0.010612284,0.00021096859
22,0.00020943084363127127,0.010578223,0.00020943073
23,0.000209431470510317,0.010568083,0.00020943151
24,0.00020899437666637823,0.01055533,0.0002089945
