epoch,loss,mean_absolute_error,mean_squared_error,val_loss,val_mean_absolute_error,val_mean_squared_error
0,8.100061127340822e-05,0.022637704,0.0013536365,4.7461773030376085e-05,0.019813145,0.0008948352
1,5.006258526427398e-05,0.02088562,0.00097079604,4.577681930287931e-05,0.020016313,0.0009200111
2,4.8404454784666136e-05,0.020778216,0.0009659956,4.527653238739736e-05,0.019922677,0.0009101658
3,4.7260817524879226e-05,0.020584302,0.00095207203,4.481872163686814e-05,0.019324983,0.000847301
4,4.614208620871266e-05,0.02032381,0.00093292515,4.417131846121666e-05,0.019472033,0.00086387363
5,4.500809592822888e-05,0.019999793,0.00090731616,4.361622105582348e-05,0.019122928,0.0008294004
6,4.389729491265735e-05,0.019637782,0.0008778548,4.223757862191413e-05,0.018822292,0.0008101398
7,4.2817186450144766e-05,0.019276584,0.0008493825,4.2169934293924394e-05,0.01853321,0.0007843865
8,4.1824159170721753e-05,0.018884161,0.0008190248,4.24845064158507e-05,0.01840324,0.0007722514
9,4.093167186726364e-05,0.018500336,0.00079061085,4.020188353024423e-05,0.017727407,0.0007272234
10,4.02029653399272e-05,0.018169807,0.00076799165,3.929515197428651e-05,0.017226981,0.0006993158
11,3.966264189363654e-05,0.017922986,0.00075103616,3.9341513886655304e-05,0.017183015,0.00069553836
12,3.928133100908986e-05,0.017736627,0.00073916634,3.8533306020484396e-05,0.016953807,0.00067923946
13,3.889944646889786e-05,0.017572084,0.0007284018,3.900728888727213e-05,0.017066417,0.00068754394
14,3.863130576675233e-05,0.01745606,0.0007209953,3.881491600100453e-05,0.016926194,0.00067668105
15,3.8398547208580485e-05,0.01734602,0.0007138949,4.035283776024899e-05,0.017180528,0.00068943575
16,3.816148771379106e-05,0.017258134,0.0007085491,3.943434693873098e-05,0.016975295,0.0006789349
17,3.7965341979623066e-05,0.017182518,0.0007040326,3.8272903307776895e-05,0.016737599,0.00066672725
18,3.7815810551064564e-05,0.01711446,0.00069976924,3.9170938637641665e-05,0.016833477,0.000667243
19,3.76570821839839e-05,0.017048774,0.000695933,3.914204101589661e-05,0.016730772,0.0006554762
20,3.752442903388481e-05,0.016997544,0.00069285376,3.810778483912378e-05,0.016538609,0.0006489439
21,3.740101812491497e-05,0.016941836,0.00068964774,3.7963026981256146e-05,0.016553886,0.0006487993
22,3.7300044798375654e-05,0.0168926,0.00068662927,3.7834475775088506e-05,0.01649373,0.0006480647
23,3.7201958380702305e-05,0.016852852,0.0006844951,3.816499451602906e-05,0.016450372,0.0006418493
24,3.71058244405908e-05,0.016812574,0.00068189186,3.7502505078511534e-05,0.016329337,0.00063759764
25,3.7009466885006084e-05,0.016777234,0.0006798424,3.781618210240327e-05,0.01637621,0.0006397579
26,3.69386952274954e-05,0.016748967,0.0006782831,3.709887580670036e-05,0.016324481,0.00064115797
27,3.685829455654302e-05,0.016709605,0.00067609287,3.7522940545756524e-05,0.01639749,0.0006458043
28,3.678972975806442e-05,0.016679548,0.00067408185,3.743599464020683e-05,0.016389603,0.0006433302
29,3.671293757158433e-05,0.016648773,0.0006724329,3.670036432652149e-05,0.016135534,0.00063020363
30,3.6651934964745286e-05,0.01661587,0.00067044346,3.719383375821032e-05,0.016344478,0.0006452806
31,3.660147863288271e-05,0.016595636,0.00066914485,3.680359903223061e-05,0.016319701,0.0006494764
32,3.654046084206816e-05,0.016570656,0.0006676984,3.66985021585012e-05,0.016201029,0.0006372549
33,3.648230472883672e-05,0.016551957,0.0006665939,3.6839959078962194e-05,0.016203666,0.0006362789
34,3.6440419538815306e-05,0.016531136,0.0006651639,3.64573063391334e-05,0.016127348,0.0006333425
35,3.638765974473284e-05,0.016511813,0.00066418695,3.692452250479321e-05,0.016204333,0.0006375622
36,3.6345303941638315e-05,0.01649941,0.0006633795,3.612083522627756e-05,0.016149087,0.0006380787
37,3.62950040329937e-05,0.01647468,0.00066204334,3.591558898561571e-05,0.016109519,0.00063332915
38,3.625096069006821e-05,0.01646195,0.0006609785,3.640758490133938e-05,0.016194887,0.0006353821
39,3.6215438726797274e-05,0.016446501,0.0006600947,3.610257359989041e-05,0.016099041,0.0006302165
40,3.61747789715597e-05,0.016430246,0.0006591302,3.609769478517122e-05,0.016243782,0.00064423773
41,3.613501202259188e-05,0.016424615,0.0006589038,3.606533143334197e-05,0.016190058,0.0006388064
42,3.610644438243248e-05,0.016411692,0.00065794104,3.626791691478106e-05,0.016279493,0.00064452714
