epoch,loss,mae,mse,val_loss,val_mae,val_mse
0,0.003551898027691724,0.028597444,0.003551915,0.00037808807969249073,0.014163069,0.00037809214
1,0.0003546735519623118,0.013680647,0.00035467392,0.00032502992368259933,0.013003259,0.00032503108
2,0.00032542058056353457,0.013032611,0.00032542032,0.00031199108293906183,0.012755696,0.0003119919
3,0.0003131095224406038,0.012745862,0.0003131095,0.000304266466907545,0.012572743,0.00030426844
4,0.0003060266528937167,0.012572956,0.00030602608,0.00029916127530501125,0.012460506,0.00029916342
5,0.0003010323677365003,0.012453699,0.00030103236,0.0002951083235418203,0.012362609,0.00029511092
6,0.000297227870265155,0.0123625165,0.00029722825,0.0002913850095101597,0.012269637,0.000291388
7,0.00029422750051798566,0.012289262,0.00029422774,0.00028879745120535057,0.012217273,0.00028880054
8,0.0002917858832163204,0.012228945,0.0002917861,0.00028448912205856765,0.012080689,0.00028449262
9,0.00028966553328226187,0.012177929,0.00028966527,0.0002820859768106276,0.012009482,0.00028208978
10,0.00028782185009813735,0.012133527,0.0002878217,0.00028118785589573023,0.011993921,0.0002811916
11,0.0002862803662242368,0.01209522,0.00028628088,0.000279563594156403,0.0119404895,0.00027956732
12,0.0002849572247619342,0.012060694,0.0002849574,0.000278381052165854,0.011894981,0.00027838477
13,0.0002837450856269736,0.012029728,0.00028374515,0.0002775812491864652,0.011879696,0.00027758465
14,0.0002826575913626168,0.012002077,0.00028265786,0.00027519509569590205,0.011792816,0.00027519863
15,0.0002817072273631181,0.011976624,0.0002817071,0.00027317214338923405,0.011714331,0.00027317577
16,0.0002808260981445866,0.01195316,0.0002808262,0.0002712486008462876,0.011651649,0.00027125177
17,0.0002799754553175132,0.011929516,0.000279975,0.0002700704342329838,0.01161523,0.00027007374
18,0.00027916956677500693,0.011908156,0.0002791698,0.00026866443986736665,0.011560177,0.0002686676
19,0.00027840928173956595,0.011887072,0.00027840908,0.00026703860488224183,0.0114958,0.00026704167
20,0.000277712421121874,0.011868782,0.00027771265,0.00026557182737158485,0.011433862,0.0002655748
21,0.0002769682256192235,0.011848348,0.00027696887,0.00026446614589051656,0.0113915345,0.0002644695
22,0.0002763358254278345,0.011831151,0.00027633566,0.00026363498030557,0.011346308,0.00026363798
23,0.00027561261558838723,0.011811183,0.00027561252,0.0002628189457139221,0.01131369,0.00026282188
24,0.00027499187802962425,0.011793895,0.000274992,0.0002621625741774259,0.011288888,0.00026216535
25,0.00027434659315073596,0.011776958,0.0002743464,0.00026152453293238964,0.01126838,0.00026152734
26,0.00027370202357149015,0.011759032,0.0002737018,0.0002611660706070045,0.011256788,0.00026116878
27,0.00027311207140596317,0.011742872,0.00027311212,0.00026056661326854386,0.011236074,0.0002605695
28,0.00027257319646488345,0.011729063,0.00027257323,0.00025997477411223953,0.011221427,0.00025997753
29,0.0002720432700269989,0.011716055,0.00027204334,0.0002595851692603901,0.011208957,0.00025958792
30,0.0002715305235349972,0.011702176,0.00027153065,0.0002594052256281057,0.011208023,0.0002594081
31,0.0002710183362110651,0.011688963,0.0002710186,0.0002590879243075428,0.011212958,0.00025909103
32,0.0002705702913160037,0.011677087,0.00027057042,0.00025886880287795476,0.0112086255,0.00025887197
33,0.00027007773427359226,0.011663862,0.00027007787,0.0002584096128285907,0.011194715,0.00025841274
34,0.00026960193855089267,0.011651263,0.00026960162,0.0002579942930414983,0.011184696,0.00025799763
35,0.00026916524914558977,0.011639396,0.0002691654,0.0002579789656718419,0.011189964,0.00025798212
36,0.0002687774186528155,0.011628234,0.00026877725,0.0002579763821046978,0.011198201,0.0002579798
37,0.0002683805586397648,0.011617607,0.00026838077,0.0002581301828053281,0.011209673,0.00025813363
38,0.00026802243281954103,0.011608412,0.00026802273,0.00025793931411160874,0.011207025,0.00025794265
39,0.00026767770813046287,0.01159961,0.0002676778,0.00025769088120740493,0.011196761,0.00025769437
40,0.00026732646295734284,0.011590259,0.0002673263,0.00025755070307982987,0.01119308,0.00025755423
41,0.0002670070508794327,0.011581272,0.0002670071,0.00025766454752398145,0.011207191,0.00025766832
42,0.0002666755682249953,0.011572483,0.00026667526,0.0002573035423010755,0.011195078,0.00025730726
43,0.00026632881155836264,0.011563577,0.00026632875,0.00025746863738007115,0.01121712,0.0002574718
44,0.00026600372449428375,0.011554664,0.00026600366,0.0002570955383919343,0.011206764,0.00025709916
45,0.00026570446712696657,0.011547191,0.00026570412,0.00025710746284836306,0.0112042315,0.00025711092
46,0.00026539728043135257,0.011538289,0.00026539766,0.00025681868341822714,0.011200566,0.00025682262
47,0.00026509511965992197,0.011530421,0.00026509556,0.0002567590150591574,0.011210315,0.0002567625
48,0.0002648292211815715,0.0115223825,0.00026482894,0.00025679750394992136,0.011218727,0.00025680126
49,0.00026460040097058354,0.011515812,0.00026460004,0.0002568661081223727,0.011218608,0.00025686977
50,0.0002643494726085503,0.011508712,0.00026434977,0.0002567925828882714,0.011226222,0.0002567964
51,0.0002641255583793723,0.011502519,0.0002641258,0.00025696628156986044,0.011232283,0.00025697012
