epoch,loss,mae,mse
0,0.023948217088033033,0.07784667,0.02394825
1,0.0010529439434745318,0.023684157,0.0010529446
2,0.0005359660686803675,0.017131314,0.0005359662
3,0.00037866470424314597,0.014547758,0.00037866464
4,0.00029470179501694244,0.01290916,0.00029470187
5,0.000245687875553284,0.011813515,0.00024568793
6,0.00021536291094865063,0.0110792965,0.00021536303
7,0.00019474165726335386,0.010557413,0.00019474149
8,0.00017875761288301857,0.010135547,0.00017875746
9,0.00016630152712578477,0.009791009,0.00016630144
10,0.00015632482028357062,0.009500363,0.00015632469
11,0.0001481279896020397,0.009253994,0.00014812798
12,0.0001412462332693982,0.009042901,0.00014124624
13,0.000135458178797037,0.008861125,0.0001354582
14,0.00013049711012026673,0.008702264,0.00013049686
15,0.00012613269300053312,0.008557913,0.00012613261
16,0.00012213951273428808,0.008422516,0.0001221394
17,0.00011855583898693707,0.008299431,0.000118555836
18,0.00011546601494425335,0.008192407,0.000115466035
19,0.00011266437897884664,0.008093926,0.00011266425
20,0.00011014630367079508,0.008004695,0.00011014601
21,0.00010778493757026263,0.007919919,0.00010778474
22,0.00010564265470208136,0.007842337,0.00010564279
23,0.00010358194772760028,0.0077665574,0.0001035819
24,0.0001015803642494537,0.007693707,0.00010158048
