epoch,loss,mae,mse
0,0.0012140969169431104,0.021949945,0.0012140954
1,0.00041007997594888707,0.013078364,0.00041007996
2,0.0003080848227433002,0.01146159,0.00030808445
3,0.00026865416569287555,0.010685551,0.00026865423
4,0.00025541148567626915,0.010342666,0.00025541175
5,0.00024892889027728715,0.010152941,0.00024892882
6,0.0002447067057285322,0.010023101,0.00024470742
7,0.00024147093410813763,0.009921315,0.00024147112
8,0.0002387617867529789,0.009832311,0.00023876138
9,0.00023648651053177614,0.009755272,0.00023648598
10,0.0002344243055574242,0.0096844565,0.00023442398
11,0.00023249809154677603,0.009619021,0.00023249818
12,0.00023069244409640533,0.009557424,0.00023069249
13,0.00022898082925814435,0.009498981,0.00022898093
14,0.0002273228530811601,0.009442676,0.00022732311
15,0.0002257364915387662,0.009388022,0.00022573743
16,0.0002242821086197457,0.009335257,0.00022428205
17,0.0002230881117038529,0.009290453,0.00022308827
18,0.00022214582711651502,0.009256724,0.00022214529
19,0.00022137007921824799,0.009228257,0.00022137004
20,0.00022071471544491813,0.009203819,0.0002207156
21,0.00022009857401050065,0.009180498,0.00022009801
22,0.0002195536989289501,0.009158811,0.00021955349
23,0.00021902312359814078,0.009137712,0.00021902323
24,0.00021853631017651335,0.009118078,0.0002185361
