epoch,loss,mae,mse,val_loss,val_mae,val_mse
0,0.00015687147909160037,0.024405085,0.0021781127,5.566004119129577e-05,0.018906875,0.00076839083
1,4.361284554337284e-05,0.017746128,0.0006940602,5.1717900747779024e-05,0.018310511,0.00067129306
2,4.019498837263589e-05,0.017312957,0.00064367376,5.1003136635041713e-05,0.018121941,0.000641757
3,3.8305506643872445e-05,0.01698211,0.00061716407,4.940339946070078e-05,0.017809493,0.0006164288
4,3.691110039911499e-05,0.01672287,0.0005985753,4.7739661982297e-05,0.017547846,0.0005987067
5,3.584571735151777e-05,0.016485944,0.00058127596,4.5264035895060645e-05,0.017244546,0.00058093196
6,3.5013918440423105e-05,0.016283631,0.0005670719,4.414793309233915e-05,0.017059525,0.00057001016
7,3.431156307991062e-05,0.016112342,0.00055561966,4.213475739508776e-05,0.016789034,0.0005580726
8,3.3676905013022145e-05,0.015982151,0.0005476824,3.997641459062005e-05,0.016444234,0.00054231763
9,3.316756194623719e-05,0.015872845,0.00054120686,3.938148373434427e-05,0.016355254,0.00053644925
10,3.273473120993003e-05,0.01577823,0.0005356257,3.812557797682033e-05,0.016121268,0.0005234278
11,3.236262106295076e-05,0.015693456,0.00053047505,3.714566287892552e-05,0.015964577,0.00051757856
12,3.2022846108551935e-05,0.01560892,0.0005253694,3.598263557940008e-05,0.01575367,0.0005078769
13,3.172091859243145e-05,0.015542815,0.00052176765,3.4794048287763164e-05,0.0155754415,0.00050172623
14,3.1426613702455405e-05,0.0154786175,0.0005180068,3.396926022943718e-05,0.015480591,0.0004995457
15,3.114916299469769e-05,0.015411268,0.0005141577,3.312990659328581e-05,0.0152635,0.0004891162
16,3.0880656139841965e-05,0.015341139,0.0005100808,3.303370239796204e-05,0.015268542,0.00048947014
17,3.0635764524590093e-05,0.015275917,0.00050622155,3.268425363611526e-05,0.015158553,0.00048278502
18,3.0404231112333947e-05,0.015211177,0.0005025024,3.2848019345040734e-05,0.015120262,0.00047897417
19,3.0189843463844486e-05,0.015152085,0.0004991883,3.2806400585792575e-05,0.015077447,0.00047581157
20,2.9987612222653947e-05,0.015095201,0.0004961286,3.2065790731211234e-05,0.014944535,0.00047135295
21,2.9796045378565655e-05,0.015044045,0.00049334305,3.141277950292722e-05,0.014824307,0.0004666367
22,2.9615706962150788e-05,0.014988412,0.0004901361,3.1083170125592616e-05,0.014696304,0.000457747
23,2.9441813714968573e-05,0.014935576,0.00048726183,3.08753589431901e-05,0.014625555,0.00045417095
24,2.9278109922472918e-05,0.014887917,0.00048474933,3.049342646525772e-05,0.014532775,0.00045018116
25,2.9128484785157655e-05,0.014842192,0.00048227984,3.0465818437357512e-05,0.01449029,0.00044732756
26,2.897687792927692e-05,0.01479809,0.00047980918,3.026293382401441e-05,0.014502333,0.00044975188
27,2.883149180187112e-05,0.014757892,0.00047760052,2.9941283607479325e-05,0.014372656,0.00044305887
28,2.8694585257409406e-05,0.014721858,0.00047575962,2.9848559588199755e-05,0.014424739,0.00044685914
29,2.8556915664895705e-05,0.014681575,0.00047354677,2.963440043232234e-05,0.014367902,0.00044443549
30,2.8423710677057637e-05,0.014643503,0.00047161774,2.948674955133688e-05,0.014392617,0.00044686426
