epoch,loss,mae,mse,val_loss,val_mae,val_mse
0,5.106483753593195e-05,0.015719587,0.0007672588,2.8005204860653042e-05,0.012840032,0.00041093846
1,2.778620045349401e-05,0.013274955,0.00042919666,2.5375360078230247e-05,0.012283841,0.00037513493
2,2.5453967369394375e-05,0.01280641,0.00040553452,2.492943165384247e-05,0.012242868,0.00036932516
3,2.3979092819111733e-05,0.012490135,0.0003909226,2.283889871219681e-05,0.01191493,0.000359149
4,2.2866434863203072e-05,0.012224788,0.00037910813,2.2579910363032027e-05,0.01191882,0.00035750182
5,2.1960757363426852e-05,0.0120148985,0.00036905415,2.2246137484503498e-05,0.01186551,0.00035043285
6,2.122565410979968e-05,0.011840773,0.0003606431,2.357935750296747e-05,0.012064967,0.0003446411
7,2.0580381618651918e-05,0.011669534,0.00035190413,2.1807454063610594e-05,0.011750928,0.00033744134
8,2.0028800011939546e-05,0.011497835,0.0003433549,2.0254326069227032e-05,0.0113188485,0.00032095757
9,1.9557232768635176e-05,0.011329293,0.00033488977,1.8821598953777348e-05,0.010914612,0.00030892782
10,1.915617920843596e-05,0.011187394,0.00032755997,1.828698867420857e-05,0.010769619,0.00030454417
11,1.880534002687671e-05,0.011049293,0.0003207055,1.7571893066043512e-05,0.010477717,0.00029398067
12,1.84815946296883e-05,0.0109164715,0.00031432038,1.7690081828299716e-05,0.010452819,0.00028684322
13,1.8203033522059696e-05,0.010806889,0.00030892988,1.7208345914864764e-05,0.010396329,0.00029100195
14,1.7942725788854573e-05,0.01069011,0.00030339923,1.6961894063432456e-05,0.010244991,0.00028358656
15,1.768879979804513e-05,0.010586334,0.00029872905,1.7024157783976675e-05,0.010198602,0.00027983688
16,1.7484788648739813e-05,0.010498145,0.00029461386,1.6673404495673123e-05,0.010139722,0.00027909418
17,1.727896261356017e-05,0.010409493,0.0002905027,1.6599451999016298e-05,0.009980955,0.00027136412
18,1.7108317672308268e-05,0.0103343595,0.0002869713,1.6605535657707004e-05,0.009944498,0.00026964926
19,1.6933380542073532e-05,0.010248681,0.00028310996,1.654129297860894e-05,0.009823564,0.00026261283
20,1.6784107559582308e-05,0.010174483,0.00027974282,1.6397745370919394e-05,0.009781828,0.00026026697
21,1.664352224924923e-05,0.0101020895,0.00027653735,1.630791741169598e-05,0.009776076,0.00025973775
