epoch,loss,mae,mse
0,0.11938622948630066,0.23359644,0.119386494
1,0.01315196124812251,0.08208305,0.013151953
2,0.00955131541062644,0.06786617,0.009551325
3,0.008140667852390836,0.062027927,0.008140658
4,0.007288539700702852,0.058498114,0.007288543
5,0.006748173113983182,0.056267783,0.006748172
6,0.006330959815178013,0.054500174,0.0063309576
7,0.005982281509397598,0.052987557,0.0059822816
8,0.005677190452189485,0.05158165,0.005677197
9,0.0054265702507819554,0.050374214,0.005426567
10,0.005208742464708547,0.04929704,0.005208733
11,0.005015624269118339,0.048322745,0.005015629
12,0.004834504766269939,0.047437593,0.004834516
13,0.0046621037772771375,0.046571147,0.004662105
14,0.004511647728136715,0.045791678,0.004511648
15,0.004382093037892955,0.04512481,0.0043820967
16,0.00426139502339191,0.044504296,0.0042613936
17,0.004148245603788003,0.043913756,0.0041482416
18,0.0040441226305937255,0.043358244,0.004044123
19,0.0039508235549647166,0.04285867,0.003950831
20,0.0038675417860128273,0.042418703,0.0038675342
21,0.0037891782196291164,0.04199749,0.0037891846
22,0.003713341562544978,0.04158107,0.003713339
23,0.0036350103197469335,0.041151207,0.0036350149
24,0.003565772998081326,0.040756166,0.0035657764
