epoch,loss,mae,mse
0,0.04362578030473875,0.11720033,0.04362586
1,0.0017980492401274619,0.029389165,0.001798049
2,0.0006684021057791602,0.018983025,0.000668403
3,0.0004461666284901627,0.01582625,0.00044616743
4,0.0003465108336178357,0.014060601,0.0003465108
5,0.00028816572447888227,0.01288609,0.00028816552
6,0.0002502946825905846,0.012036591,0.00025029475
7,0.00022371019448085057,0.011394834,0.0002237102
8,0.0002037472416095056,0.010886192,0.00020374716
9,0.00018813534758030823,0.010474672,0.00018813563
10,0.00017537972588761835,0.010127159,0.00017537967
11,0.00016450343044223191,0.0098204715,0.00016450338
12,0.00015530273119041479,0.009549548,0.00015530287
13,0.00014746371854039455,0.009312696,0.00014746384
14,0.00014074252340139326,0.009103785,0.00014074246
15,0.0001349877561346608,0.008920202,0.00013498767
16,0.00012989267305404072,0.008753614,0.00012989265
17,0.00012533329744273677,0.008600821,0.00012533332
18,0.00012121389575921898,0.008460552,0.00012121385
19,0.0001171062346923336,0.008318816,0.000117106334
20,0.000113524654342323,0.008192267,0.000113524504
21,0.00011024679647340053,0.00807431,0.00011024684
22,0.00010716638156594271,0.007961974,0.00010716616
23,0.00010422998107380735,0.00785285,0.000104229985
24,0.00010143000477185623,0.007747139,0.00010142984
