epoch,loss,mae,mse,val_loss,val_mae,val_mse
0,0.0032710192530974744,0.030841568,0.0032710219,0.0005683257012755695,0.01719252,0.0005683329
1,0.0005222763393943509,0.01644006,0.0005222761,0.000469480675981519,0.015384476,0.00046948614
2,0.00046496523160487413,0.015434274,0.00046496466,0.0004316400212286325,0.014663345,0.00043164263
3,0.0004354251085097591,0.014884538,0.00043542506,0.00041115881452297696,0.014270646,0.0004111615
4,0.0004153606622448812,0.014491248,0.00041536093,0.00039728457299196076,0.01398809,0.0003972865
5,0.0004015813958986352,0.014201413,0.00040158132,0.0003849249784521347,0.013721679,0.00038492554
6,0.00039089263370260596,0.013976235,0.00039089276,0.00037633606707171267,0.013551881,0.00037633788
7,0.0003821954699450483,0.013785159,0.00038219482,0.00036677068195482316,0.013315858,0.00036677238
8,0.0003751204328238964,0.01362726,0.0003751202,0.0003601118438348475,0.013170869,0.0003601132
9,0.0003690318878460675,0.01349235,0.00036903206,0.0003543688070275219,0.01304266,0.00035437063
10,0.000364349854864801,0.013391777,0.0003643496,0.000351028889323456,0.012993026,0.00035103044
11,0.00036039826647688944,0.013303597,0.00036039815,0.0003478865326472112,0.012927743,0.0003478868
12,0.0003569134813329826,0.013227226,0.00035691337,0.00034476365756765966,0.012866764,0.00034476307
13,0.00035345140991111597,0.013152907,0.00035345127,0.0003417397223566657,0.012798357,0.0003417403
14,0.0003503836205198119,0.013083067,0.0003503831,0.00033895526675203544,0.012729827,0.0003389539
15,0.00034774361385653415,0.013024905,0.00034774325,0.00033655555201732475,0.012677088,0.00033655495
16,0.0003452212644275278,0.012968253,0.00034522114,0.0003346387609197186,0.0126290945,0.0003346382
17,0.00034290553215580684,0.012918417,0.0003429053,0.00033237279938210944,0.012575629,0.00033237194
18,0.00034092547776487964,0.012875771,0.00034092562,0.000330640199409604,0.012540814,0.00033064018
19,0.00033907765203776457,0.012835427,0.00033907747,0.00032874676379003544,0.012492293,0.00032874692
20,0.0003373339295728753,0.012799234,0.000337334,0.0003271757166286881,0.012458195,0.00032717414
21,0.00033562989072253305,0.012761907,0.00033563035,0.00032588038354750465,0.012436467,0.0003258792
22,0.00033407100378535687,0.012728714,0.0003340711,0.0003246994348154689,0.012405338,0.0003246988
23,0.00033256321283057334,0.012697087,0.00033256348,0.00032285189112181303,0.012356164,0.0003228518
24,0.00033116087998263537,0.012668667,0.0003311607,0.0003212151977271457,0.012323284,0.00032121452
25,0.0003298212593514472,0.012641397,0.00032982152,0.00032036375273321554,0.012303951,0.00032036283
26,0.0003284693659748882,0.012613763,0.0003284694,0.00031896457152677125,0.012268644,0.0003189632
27,0.00032725721541171273,0.012587804,0.00032725683,0.0003172716763312392,0.012235927,0.00031727148
28,0.00032608862651822466,0.012564207,0.0003260885,0.0003158973819145218,0.012198772,0.00031589676
29,0.0003249710084622105,0.012539769,0.0003249708,0.0003149377365367359,0.012166907,0.0003149357
30,0.00032387255653428535,0.012516581,0.00032387255,0.00031417018318376206,0.0121520925,0.0003141673
31,0.0003227558592427522,0.01249128,0.00032275583,0.0003131927754120344,0.012137822,0.00031319165
32,0.00032157750151120125,0.012465794,0.00032157733,0.00031273035642926896,0.012136036,0.00031272898
33,0.00032053718347102404,0.01244414,0.000320537,0.0003109389613470857,0.012099658,0.00031093726
34,0.0003194970718305558,0.012422177,0.00031949705,0.0003100964963522826,0.012071107,0.00031009506
35,0.0003185811567492783,0.012402652,0.00031858086,0.00030868177192162964,0.012029471,0.00030868113
36,0.00031759898455503086,0.012379741,0.00031759875,0.00030794719227595285,0.012013574,0.00030794556
37,0.0003166972177537779,0.012361391,0.00031669732,0.00030697134085803376,0.011999515,0.00030696925
38,0.0003158238916750997,0.012342417,0.00031582383,0.00030617684417369624,0.011974774,0.00030617506
39,0.00031498941424923637,0.012323971,0.00031498974,0.00030511107733101946,0.011951786,0.00030510925
40,0.00031414433061766127,0.012306107,0.0003141441,0.0003040971575893286,0.01192556,0.0003040952
41,0.00031330423054285345,0.012287524,0.00031330428,0.00030361561420098426,0.011916298,0.00030361357
42,0.0003125466094103952,0.01227252,0.00031254644,0.0003024940209417771,0.011882962,0.0003024923
43,0.00031172183730949956,0.012255119,0.00031172205,0.0003017366461838743,0.011873826,0.00030173524
44,0.00031084816907842955,0.01223598,0.00031084797,0.0003010068838128357,0.011858206,0.0003010042
45,0.0003100642638746649,0.012220314,0.00031006397,0.0003001838178979961,0.011839649,0.0003001817
46,0.0003091995450357596,0.0122008845,0.0003091994,0.00029966615723078777,0.011847158,0.000299664
47,0.00030845779504006107,0.0121856015,0.00030845794,0.00029898964970487225,0.011820624,0.00029898816
48,0.00030771181812199453,0.012170248,0.00030771235,0.0002986027892616245,0.011820778,0.00029860158
49,0.00030692526599081856,0.012152345,0.00030692478,0.00029795880728845236,0.011807512,0.00029795725
50,0.00030620749646487335,0.012137984,0.00030620792,0.0002974566142946974,0.0117938435,0.00029745448
51,0.00030552430880255996,0.0121245,0.0003055241,0.00029697549968496116,0.0117828185,0.00029697287
52,0.00030485554329119625,0.012110292,0.00030485555,0.0002962611938998223,0.011763335,0.00029625965
53,0.0003041615962764869,0.012096266,0.0003041616,0.00029570292374638766,0.01175893,0.00029570106
54,0.000303525948918735,0.01208398,0.00030352586,0.0002953585828566236,0.011750297,0.0002953564
55,0.0003028867932409048,0.012071956,0.00030288703,0.00029475962651142,0.011735717,0.00029475725
56,0.00030215374319193263,0.0120573295,0.00030215402,0.0002944497689724176,0.011727546,0.00029444727
57,0.00030155218058886625,0.01204547,0.00030155224,0.00029370391521644845,0.011711663,0.00029370098
58,0.00030088589958225686,0.01203059,0.00030088556,0.000292834158877597,0.011689964,0.00029283165
59,0.00030023384763859214,0.012017634,0.00030023378,0.00029281459840680926,0.0116975205,0.00029281218
60,0.0002996227639447898,0.0120047815,0.00029962315,0.00029123478711038725,0.011655401,0.00029123324
61,0.00029897792698815466,0.011989853,0.00029897783,0.00028991293727729687,0.011609967,0.00028991106
62,0.0002983053027931601,0.011975572,0.00029830518,0.00028962703055835954,0.011613819,0.00028962537
63,0.0002976692519492159,0.0119622955,0.00029766926,0.00028883640010556635,0.011591985,0.00028883482
64,0.00029705976579648755,0.011949003,0.00029705933,0.0002883349874459593,0.01157424,0.00028833273
65,0.0002964736206177622,0.011938185,0.00029647353,0.00028757581190251623,0.011562239,0.00028757428
66,0.00029589491921166576,0.0119263865,0.00029589466,0.00028694516781199725,0.0115414485,0.00028694305
67,0.0002952646459980557,0.011911761,0.0002952647,0.00028715502881090953,0.011561744,0.00028715312
68,0.00029476224622068306,0.011900749,0.00029476237,0.00028583228547252986,0.011516255,0.00028583003
69,0.0002941496353813758,0.011886923,0.00029414977,0.00028602409648692735,0.011539494,0.000286022
70,0.00029358728163565197,0.011875638,0.00029358707,0.0002852606849877924,0.011515391,0.0002852588
71,0.0002930242036965986,0.011863086,0.00029302426,0.00028505280832372197,0.011513391,0.00028505127
72,0.00029255115120050806,0.011853381,0.0002925514,0.0002845729781872498,0.011505422,0.0002845708
73,0.0002919985399208963,0.011842114,0.00029199876,0.000284269256378557,0.011504317,0.00028426875
74,0.0002914117050667604,0.011829665,0.0002914119,0.00028366693566926724,0.01149011,0.0002836652
75,0.0002908913353551179,0.0118171675,0.000290891,0.0002838673695914575,0.011501138,0.00028386613
76,0.0002903540454991162,0.011806616,0.00029035416,0.0002827757552186744,0.011461325,0.00028277354
77,0.0002899161187093705,0.011797803,0.00028991618,0.0002822139821965353,0.011460902,0.00028221132
78,0.00028917516054585577,0.011781624,0.00028917522,0.0002819709456526807,0.011447897,0.00028196946
