epoch,loss,mean_absolute_error,mean_squared_error,val_loss,val_mean_absolute_error,val_mean_squared_error
0,7.298200867584616e-05,0.020720057,0.0010775233,4.5373964745123775e-05,0.018652273,0.0007394268
1,4.716106975886048e-05,0.018888507,0.00074340747,4.376960486986881e-05,0.018335031,0.0007054492
2,4.411649723488303e-05,0.018593956,0.00072603393,4.1093562268383757e-05,0.01803232,0.0006898489
3,4.178666744650938e-05,0.018290045,0.00070718274,3.956880421460683e-05,0.017872686,0.000677364
4,4.0000102895819045e-05,0.017948559,0.0006847204,3.812593233285261e-05,0.017274607,0.00063847605
5,3.857072684322304e-05,0.0175953,0.0006626115,3.690428773443738e-05,0.016800037,0.0006095674
6,3.7383623941577066e-05,0.017236527,0.0006403229,3.5558318304383015e-05,0.01673114,0.0006107963
7,3.631470164495048e-05,0.016828706,0.0006157029,3.477420716577608e-05,0.016326578,0.00058651157
8,3.5511576264112566e-05,0.016493926,0.00059624074,3.4114716818992875e-05,0.016030652,0.000569429
9,3.490661061796337e-05,0.016241627,0.0005819474,3.3693936233478965e-05,0.015769992,0.00055389246
10,3.442803994117763e-05,0.016048491,0.00057114824,3.3285650096775414e-05,0.015821295,0.0005622372
11,3.407553379612032e-05,0.015907174,0.0005630897,3.3020264854868125e-05,0.015601026,0.00054676936
12,3.3762545793996695e-05,0.015791345,0.00055660814,3.291183954128503e-05,0.015546617,0.00054584234
13,3.3473174142850926e-05,0.015687784,0.0005507583,3.2537504040977586e-05,0.015329722,0.0005326587
14,3.322049411768438e-05,0.015602142,0.0005460591,3.2169717789765386e-05,0.015275756,0.0005310996
15,3.2969440111233254e-05,0.015516803,0.0005416386,3.203174365752451e-05,0.015191269,0.0005274007
16,3.2762144741865665e-05,0.015448867,0.0005379292,3.181483690560846e-05,0.01523592,0.000530116
17,3.255750732374222e-05,0.015381585,0.0005343784,3.1518586741781984e-05,0.015011333,0.0005142072
18,3.237170938525706e-05,0.015301987,0.00052971696,3.17946429494419e-05,0.014914906,0.0005069886
19,3.216749180856358e-05,0.015229944,0.0005258723,3.114271790482144e-05,0.014800473,0.00050225726
20,3.198463429156821e-05,0.015164468,0.0005223401,3.116998224925363e-05,0.014749174,0.0004979442
21,3.181109195554961e-05,0.015087305,0.00051828043,3.1098999999895606e-05,0.014764481,0.00049984956
22,3.16349708468373e-05,0.015026921,0.00051527296,3.0820909302784686e-05,0.014782532,0.00050202303
23,3.147056180339067e-05,0.0149677135,0.0005121137,3.083058237612546e-05,0.014734985,0.00049764884
24,3.1316632943858434e-05,0.014916602,0.00050935155,3.0609852660389896e-05,0.014713461,0.0004988333
25,3.118696928763302e-05,0.014872265,0.0005071231,3.0884088590863863e-05,0.0146673545,0.00049405213
26,3.1054462349241925e-05,0.014834811,0.0005052577,3.0733404064203326e-05,0.014647657,0.00049594545
27,3.0940438033313924e-05,0.014796402,0.00050324027,3.0524447687003105e-05,0.01464082,0.00049597415
28,3.084723930505337e-05,0.014764402,0.00050152093,3.0434012727940355e-05,0.014560206,0.000488127
29,3.074770573248978e-05,0.014733762,0.00049988803,3.0532105902523606e-05,0.014643285,0.00049634086
30,3.066382141222977e-05,0.014711236,0.00049862574,3.022577571136987e-05,0.0145794535,0.000494481
31,3.05864244557396e-05,0.014682268,0.00049720553,3.0137476179110228e-05,0.014555943,0.0004932591
32,3.0497097281071907e-05,0.01465209,0.0004956546,3.0168852144937976e-05,0.014428487,0.00048092756
33,3.0419652729374336e-05,0.014630815,0.00049463933,3.0285598697749138e-05,0.014552471,0.0004918832
34,3.035965932391109e-05,0.014607026,0.0004933394,2.9939669996592666e-05,0.014444182,0.00048451519
35,3.030269738273055e-05,0.014590218,0.0004924902,2.9631167180173146e-05,0.014325788,0.00047749578
36,3.0231107317685628e-05,0.014570338,0.0004915008,2.964281732603397e-05,0.01440479,0.00048297268
37,3.0179411357149678e-05,0.014545881,0.00049019424,2.9566106542403485e-05,0.014367952,0.00048203912
38,3.0113457724103372e-05,0.0145306215,0.0004895371,2.9428690799803753e-05,0.014326768,0.00047957432
39,3.0067957766589594e-05,0.014519212,0.00048883253,2.93520950922221e-05,0.014304354,0.00047862146
40,3.0021169935910334e-05,0.014507261,0.0004882978,2.9563607189640043e-05,0.0142616965,0.00047384534
41,2.996147227059861e-05,0.01448365,0.00048705316,2.9649196357050547e-05,0.014269215,0.0004752246
42,2.9910457069175846e-05,0.014465073,0.0004860647,2.9306694114695676e-05,0.014284365,0.00047658823
43,2.9865856456642514e-05,0.014452741,0.0004853994,2.9343443897631116e-05,0.014258314,0.00047337372
44,2.9818517406188205e-05,0.014434735,0.00048454443,2.9509139271840274e-05,0.014275785,0.00047555345
45,2.9774838738597188e-05,0.014427092,0.0004842111,2.932316270578597e-05,0.014219964,0.00047227123
46,2.9724835577098847e-05,0.014399453,0.00048288552,2.9235683080024392e-05,0.014212433,0.00047165036
47,2.9685815373309643e-05,0.014391734,0.00048249282,2.9430127818768585e-05,0.014256157,0.0004759477
