epoch,loss,mean_absolute_error,mean_squared_error,val_loss,val_mean_absolute_error,val_mean_squared_error
0,0.0001122079718674753,0.025674678,0.0015302723,9.20617973590836e-05,0.024470598,0.0012227837
1,7.893789512544358e-05,0.023401018,0.0011608622,7.571376234637097e-05,0.022854667,0.0010980356
2,7.059164806123883e-05,0.022865394,0.0011105583,6.362236670463825e-05,0.021879952,0.0010466533
3,6.476144565597999e-05,0.022362463,0.0010674968,6.034241956425168e-05,0.021509217,0.0010084747
4,6.0867872578962677e-05,0.021877035,0.0010281603,5.803138692279553e-05,0.021110864,0.0009722149
5,5.825923481252277e-05,0.0214628,0.0009963723,5.716788077430209e-05,0.020835085,0.00094441563
6,5.631093432789138e-05,0.02102956,0.0009641436,5.618324753044903e-05,0.020658655,0.00092777447
7,5.486862973953628e-05,0.02065085,0.00093700463,5.526439354911971e-05,0.020514725,0.0009159033
8,5.379438864145123e-05,0.020335687,0.00091496995,5.3891286413296417e-05,0.020067707,0.0008877794
9,5.289798622432214e-05,0.020043649,0.00089447113,5.1973633508246484e-05,0.019580847,0.00085538416
10,5.215536403277522e-05,0.019798215,0.0008781403,5.0738730005755e-05,0.019146258,0.00082630984
11,5.15553884442481e-05,0.019604575,0.00086553476,5.085307226494696e-05,0.019162588,0.0008274706
12,5.106011257120574e-05,0.01940782,0.0008526591,5.048217491051272e-05,0.018928545,0.00081192795
13,5.0619064712816795e-05,0.019267518,0.0008440969,5.041298062139347e-05,0.018826602,0.0008023069
14,5.0253177307374635e-05,0.019147735,0.0008368917,4.9784946826326025e-05,0.01872388,0.0008018656
15,4.991484906368961e-05,0.019038819,0.0008299152,5.0120192545791195e-05,0.01872437,0.00079578557
16,4.961939811497278e-05,0.018940175,0.00082386204,4.977584573355633e-05,0.018543735,0.0007847075
17,4.936271925600696e-05,0.01886114,0.0008190487,4.946462539535355e-05,0.018529432,0.0007865148
18,4.913474319307078e-05,0.018791141,0.0008147422,4.9150491937082346e-05,0.01849827,0.00079169724
19,4.89259710895238e-05,0.018726325,0.0008109774,4.87990961978106e-05,0.01826965,0.000773839
20,4.870753966891031e-05,0.018667351,0.0008073056,4.8675512885093585e-05,0.018161356,0.00076290034
21,4.852794015086902e-05,0.018607937,0.0008038562,4.8673973967273856e-05,0.018172536,0.00076373137
22,4.836453686811768e-05,0.018561272,0.000800982,4.798432861649859e-05,0.018058216,0.000759806
23,4.8217075582256365e-05,0.018510358,0.0007978364,4.7742275966700316e-05,0.018029585,0.00075891457
24,4.8039000712718694e-05,0.018462067,0.00079494854,4.761907987620408e-05,0.018122695,0.00076959026
25,4.791415785183694e-05,0.018420754,0.0007924063,4.7216191734677475e-05,0.01789331,0.0007528424
26,4.778154933757068e-05,0.018387808,0.00079065684,4.692946517966959e-05,0.01786069,0.00075237214
27,4.765505888774778e-05,0.018347919,0.0007882729,4.6906605141342866e-05,0.017899591,0.00075618125
28,4.753067302330453e-05,0.018318534,0.0007866326,4.701574242626702e-05,0.017872859,0.000754143
29,4.744069870657004e-05,0.018276306,0.00078391825,4.703750945171467e-05,0.017844932,0.00075161434
30,4.7331519501709254e-05,0.018256193,0.00078298163,4.687202909783656e-05,0.01787403,0.0007567116
31,4.722135622158481e-05,0.01822157,0.00078085554,4.675481721959133e-05,0.017879559,0.00075755204
32,4.7124036766303447e-05,0.01819207,0.00077904767,4.67875529850494e-05,0.017923065,0.0007619076
33,4.7044427040432366e-05,0.018168086,0.0007777065,4.675933976026678e-05,0.0178362,0.0007533044
34,4.6941110154163985e-05,0.018138299,0.0007759109,4.669546322534583e-05,0.017859288,0.0007556183
35,4.686134106137537e-05,0.0181122,0.00077421416,4.663439513761487e-05,0.017765328,0.0007501556
36,4.676483980363144e-05,0.018085396,0.0007726599,4.662937620792728e-05,0.017802835,0.000752327
37,4.668533528557435e-05,0.018063612,0.00077129895,4.638844701359403e-05,0.017854381,0.00076090643
38,4.661413530513557e-05,0.01804276,0.00077013084,4.6449877164050225e-05,0.01777088,0.0007524141
39,4.653040680355014e-05,0.018015701,0.00076851144,4.661132215746946e-05,0.017899435,0.0007645587
40,4.646726014388621e-05,0.018002708,0.00076775136,4.639075353924963e-05,0.017786942,0.00075373857
41,4.639982953038451e-05,0.017975623,0.00076615164,4.64638183790729e-05,0.017877625,0.0007633024
42,4.6323352575178414e-05,0.017956123,0.0007649428,4.6456552454621326e-05,0.017787425,0.00075314083
