epoch,loss,mae,mse
0,0.019429216320740593,0.06957073,0.019429196
1,0.0007107480022342526,0.019818932,0.00071074907
2,0.0003567753329428034,0.014306757,0.00035677486
3,0.00025066834374891855,0.012106098,0.00025066864
4,0.00020097080700098383,0.010895096,0.000200971
5,0.00016988059947953027,0.010057337,0.00016988037
6,0.00014813699227220211,0.009405778,0.00014813691
7,0.0001324677424323128,0.008910899,0.00013246777
8,0.00012079403392343388,0.008517308,0.000120794044
9,0.00011159959212867262,0.008191085,0.00011159957
10,0.00010413958260634907,0.007915134,0.00010413965
11,9.796848874364489e-05,0.007680109,9.7968354e-05
12,9.289976142377294e-05,0.007479411,9.2899776e-05
13,8.857790870787311e-05,0.0073046447,8.857782e-05
14,8.464814153441061e-05,0.0071420493,8.46482e-05
15,8.10264234610062e-05,0.006989305,8.102649e-05
16,7.762256112915323e-05,0.006841682,7.762243e-05
17,7.459285633059472e-05,0.006707664,7.459298e-05
18,7.187246425758635e-05,0.0065844944,7.1872564e-05
19,6.923529979148211e-05,0.006464044,6.923546e-05
20,6.671761409960615e-05,0.0063458597,6.6717635e-05
21,6.4515831980943e-05,0.0062397122,6.451581e-05
22,6.244495009609928e-05,0.006138877,6.2444975e-05
23,6.0597714450929254e-05,0.0060489387,6.059774e-05
24,5.88027375675429e-05,0.005960939,5.880278e-05
