epoch,loss,mae,mse,val_loss,val_mae,val_mse
0,0.01270542685393865,0.05753741,0.012705409,0.0009321112964990448,0.022854395,0.0009321099
1,0.0008236727834492922,0.021374905,0.00082367274,0.0007599898233111797,0.020439781,0.0007599915
2,0.0007294395990607639,0.020128157,0.0007294394,0.0007047216897871833,0.0197727,0.0007047237
3,0.0006898770852511128,0.019594735,0.00068987726,0.0006771613005746679,0.019405661,0.0006771635
4,0.0006650208218581975,0.019229833,0.0006650207,0.0006382566432079137,0.018703178,0.0006382604
5,0.0006486751818843186,0.019005865,0.0006486749,0.000621162535039724,0.018411482,0.00062116794
6,0.0006346626931863526,0.018784424,0.000634663,0.0006070208359069248,0.018177811,0.0006070247
7,0.0006231114720366896,0.018591916,0.00062311173,0.0005971413686749175,0.017996702,0.00059714605
8,0.0006134670447061459,0.018430235,0.00061346724,0.0005876848925980706,0.01783317,0.00058768824
9,0.0006051345636074742,0.018285785,0.0006051342,0.0005804438997638369,0.017703358,0.0005804487
10,0.000598636665319403,0.018172648,0.000598637,0.0005733158487260283,0.01756883,0.00057331857
11,0.0005920128806059559,0.018048907,0.00059201324,0.0005681919823642064,0.017476771,0.00056819554
12,0.0005868429349859556,0.017955955,0.000586843,0.000563786121857429,0.01738629,0.00056378904
13,0.0005822522222685317,0.017872954,0.00058225216,0.0005597643167266483,0.017302174,0.0005597663
14,0.0005779180234608551,0.017796556,0.00057791756,0.0005563174122615387,0.017238455,0.0005563205
15,0.0005741394635476172,0.017731225,0.00057413935,0.0005532496249564448,0.017171584,0.00055325276
16,0.0005707402833923697,0.01767217,0.0005707404,0.0005502979144342717,0.017120108,0.00055030145
17,0.0005674789450938502,0.01761756,0.0005674789,0.0005472232876332318,0.01705774,0.00054722634
18,0.0005644116146241626,0.01756444,0.00056441163,0.0005441408267983846,0.016995477,0.0005441452
19,0.0005615492083318531,0.017511735,0.0005615492,0.0005420468113110802,0.016961938,0.00054204965
20,0.0005588657702691853,0.017460862,0.0005588657,0.0005395281698890569,0.016905015,0.00053953106
21,0.0005564912341162562,0.017416747,0.00055649155,0.0005376916713305488,0.016871689,0.00053769455
22,0.0005543512328838308,0.01737469,0.00055435137,0.0005354937977519572,0.01682346,0.00053549634
23,0.0005521349709729353,0.017332695,0.0005521353,0.0005336541437347583,0.016785216,0.0005336561
24,0.000550223443005234,0.017296849,0.0005502231,0.000532168365863526,0.016755825,0.00053217093
