epoch,loss,mae,mse,val_loss,val_mae,val_mse
0,9.894432898682081e-05,0.02406387,0.0013572398,7.37601864574662e-05,0.022297988,0.0010349676
1,6.921614998515516e-05,0.022231974,0.0010536091,6.131690212570046e-05,0.021954644,0.0010595733
2,6.203458500430727e-05,0.021782858,0.0010100299,5.834796375302156e-05,0.022117624,0.0010450389
3,5.643708112570916e-05,0.021269811,0.0009671637,5.3317430254109065e-05,0.021050908,0.00095430267
4,5.303685276908644e-05,0.020839047,0.0009351899,5.062552547681573e-05,0.02038971,0.0009018702
5,5.0626334337069416e-05,0.020321604,0.0008974489,4.7517407923354816e-05,0.019785164,0.000867085
6,4.8855608372987755e-05,0.019782143,0.00085888064,4.603691566854381e-05,0.01937627,0.00084457645
7,4.7602736309540766e-05,0.019317124,0.00082750653,4.4879160218747566e-05,0.018738078,0.0007983595
8,4.6574520137330205e-05,0.018912937,0.00080171216,4.436142645782532e-05,0.018649898,0.00079669233
9,4.584393769569058e-05,0.018591741,0.00078153895,4.412135628836083e-05,0.018592745,0.0007956739
10,4.527926984063303e-05,0.018359192,0.000767853,4.4826255811735754e-05,0.018506235,0.00078057346
11,4.484039373678458e-05,0.018169906,0.0007565542,4.475308128009189e-05,0.018573081,0.0007902175
12,4.451366949014562e-05,0.018017055,0.0007474205,4.397072190807462e-05,0.018361548,0.0007751102
13,4.4196321170295425e-05,0.017906167,0.0007410097,4.361540520248536e-05,0.01824573,0.0007709861
14,4.392429733766531e-05,0.01780431,0.0007348599,4.372756852905695e-05,0.01836885,0.0007815145
15,4.3715998803947594e-05,0.017723454,0.0007301425,4.3226431238321564e-05,0.018243905,0.0007742387
16,4.3497040998741146e-05,0.0176511,0.0007259194,4.298498638100739e-05,0.018132105,0.00077129656
17,4.3301135142024156e-05,0.01758677,0.00072257855,4.244306051828848e-05,0.017752556,0.0007438273
18,4.311053026410305e-05,0.017505966,0.0007180256,4.215337059415515e-05,0.017762795,0.00074988016
19,4.29674815456099e-05,0.0174481,0.00071464427,4.1613582023800286e-05,0.017659802,0.0007447563
20,4.2805487746437796e-05,0.017398745,0.00071185204,4.156550247259524e-05,0.017648801,0.0007458686
21,4.267593792446874e-05,0.01734806,0.00070897746,4.124247664623471e-05,0.017519452,0.00073713466
22,4.252457478702131e-05,0.017295647,0.00070628576,4.110632392455499e-05,0.017447915,0.0007345034
23,4.2379408199013316e-05,0.017247617,0.0007034085,4.101559709852542e-05,0.017374348,0.0007259078
24,4.22554894355086e-05,0.017203582,0.000701242,4.091727716635447e-05,0.017472517,0.00073686324
25,4.212090259085321e-05,0.017161552,0.00069909525,4.0898092955105826e-05,0.01739822,0.0007315985
26,4.202435160044029e-05,0.01711661,0.0006965163,4.081419588307766e-05,0.017305061,0.00072392065
27,4.189219873698555e-05,0.01707761,0.0006944624,4.065410653483857e-05,0.017289966,0.00072667806
28,4.179658164049292e-05,0.017052429,0.0006928844,4.0521781109712414e-05,0.01721179,0.00072005123
29,4.166655292894968e-05,0.017018002,0.0006909884,4.039087938965871e-05,0.017032504,0.0007042176
30,4.1570476338555985e-05,0.016978675,0.00068874226,4.026148764741177e-05,0.017064879,0.0007093461
31,4.148577304177199e-05,0.016954504,0.00068746647,4.0186203952137986e-05,0.016995413,0.00070208317
32,4.13721068213295e-05,0.016914288,0.0006851158,4.011382546941503e-05,0.016993485,0.00070063764
33,4.13054598260806e-05,0.016894368,0.00068396056,4.0060508259721344e-05,0.016922984,0.0006995422
34,4.1189717056845746e-05,0.016864307,0.0006824916,4.005880934690895e-05,0.016881162,0.00069108745
35,4.110377239431606e-05,0.01684275,0.00068144663,3.989318988658955e-05,0.01691972,0.00069770217
36,4.103554156114655e-05,0.016807778,0.00067951763,3.9805059817381025e-05,0.016843634,0.0006931009
37,4.094577491136435e-05,0.01679027,0.00067866314,3.969937705551895e-05,0.01681629,0.0006918119
38,4.086259472453153e-05,0.01676588,0.00067748554,3.968751430689725e-05,0.016673509,0.0006770399
39,4.078908739239593e-05,0.016744314,0.0006764264,3.958188349919218e-05,0.016557874,0.000671072
40,4.0723247434620396e-05,0.016719399,0.0006749971,3.953905652249943e-05,0.016555814,0.0006734261
41,4.064215731603241e-05,0.016698416,0.00067381264,3.9419445509565874e-05,0.016588185,0.00067947846
42,4.057483202100913e-05,0.016676622,0.0006725821,3.9447374773614036e-05,0.016649008,0.0006827635
43,4.051397168012903e-05,0.01665812,0.00067175017,3.9347932195032105e-05,0.016566152,0.00067647715
44,4.045595708435612e-05,0.01664129,0.00067080656,3.928843002853297e-05,0.01650438,0.00067312527
45,4.040404477661672e-05,0.016622014,0.0006697803,3.9367829974163586e-05,0.016512893,0.00067126553
46,4.035146049855402e-05,0.01660168,0.00066859304,3.928357456122292e-05,0.016620502,0.0006823138
47,4.027953397922218e-05,0.016581448,0.00066720415,3.92012359687275e-05,0.016519504,0.000675278
48,4.02303771447141e-05,0.016575815,0.00066721276,3.9167141511430544e-05,0.016548138,0.00067536905
49,4.017006697424791e-05,0.016556073,0.0006661439,3.910446770206028e-05,0.016371747,0.00066116464
50,4.0117929742206356e-05,0.016542539,0.0006655396,3.916955065459464e-05,0.016530115,0.00067466655
51,4.006560551610747e-05,0.016516645,0.00066390884,3.9037509220838855e-05,0.016432721,0.0006650885
52,4.0012112819969346e-05,0.016505633,0.00066328654,3.894694800824357e-05,0.016370825,0.0006646388
53,3.9961196536612294e-05,0.016492229,0.00066274847,3.9018219580405404e-05,0.016502839,0.0006739593
54,3.992369989132493e-05,0.016482914,0.0006621983,3.887867426182203e-05,0.01633601,0.00066143443
55,3.987371475345142e-05,0.016469473,0.00066155905,3.882066275364553e-05,0.016245428,0.0006528753
56,3.983387167744973e-05,0.01645993,0.00066097284,3.892386942996225e-05,0.016325241,0.00065890554
57,3.9774495463650016e-05,0.01644401,0.0006601428,3.885765144744884e-05,0.01633337,0.0006609288
58,3.9753491965090895e-05,0.016429251,0.0006591887,3.877959321805887e-05,0.016329432,0.0006631284
59,3.970228530009086e-05,0.016419182,0.00065871025,3.876070760599307e-05,0.016288742,0.0006588116
60,3.966837054957627e-05,0.01640654,0.0006579626,3.8677687069479255e-05,0.016292704,0.0006574448
61,3.960698334911343e-05,0.01638686,0.0006566257,3.870480900966707e-05,0.016398026,0.0006693954
62,3.957075292879031e-05,0.016373752,0.00065636024,3.861894535855609e-05,0.016284194,0.00065942534
63,3.954255884608944e-05,0.016365508,0.00065572356,3.8643671234758e-05,0.016305283,0.00066353945
64,3.950011815448315e-05,0.01635345,0.00065503886,3.8695295459852305e-05,0.016315779,0.00066213077
65,3.9475290229608606e-05,0.016345358,0.00065445836,3.85137868243162e-05,0.016232109,0.00065845775
66,3.945136063640725e-05,0.016340196,0.00065427687,3.845997466628601e-05,0.01623016,0.0006577126
67,3.941319157787134e-05,0.01632528,0.00065342867,3.848042933799024e-05,0.016230065,0.00065608445
68,3.9386604654445794e-05,0.016325759,0.00065336045,3.8521908641504356e-05,0.016192148,0.0006522854
69,3.935446441281055e-05,0.016313039,0.00065271015,3.8441854787427404e-05,0.016176937,0.000651424
70,3.932662066343304e-05,0.016301002,0.0006519096,3.8395767475244477e-05,0.016242221,0.0006575311
71,3.93379288542272e-05,0.01630694,0.0006524584,3.845652989939989e-05,0.016182847,0.0006517513
72,3.92890849471557e-05,0.016288936,0.00065107853,3.853337150203604e-05,0.01627057,0.0006597153
73,3.921974273178502e-05,0.01628188,0.00065102277,3.844164947996443e-05,0.01618862,0.00065294415
74,3.921234822821364e-05,0.016266301,0.0006498916,3.8403020378351904e-05,0.01627255,0.00066134974
75,3.920434430365391e-05,0.01626257,0.0006497648,3.8389507777616213e-05,0.016217599,0.0006580014
