epoch,loss,mean_absolute_error,mean_squared_error,val_loss,val_mean_absolute_error,val_mean_squared_error
0,0.0013927423489642936,0.016140534,0.0013927963,0.00020918051334808791,0.011091879,0.00020918484
1,0.0001576053475595112,0.00909826,0.0001576036,0.00018682531570094325,0.01059655,0.00018682943
2,0.00014306839284281272,0.008658945,0.00014306683,0.00016830549709236252,0.009960469,0.00016830873
3,0.00013604074672334855,0.008444112,0.00013603881,0.00016039475495673743,0.009711907,0.00016039769
4,0.0001317584935517633,0.008305191,0.00013175697,0.00015545578545544283,0.00955568,0.00015545863
5,0.00012882411259784716,0.008210009,0.00012882268,0.00015133200088529187,0.009421427,0.00015133501
6,0.00012668048972997887,0.008142253,0.00012667931,0.00014817311888685412,0.009321495,0.00014817619
7,0.0001249575252007786,0.008087343,0.0001249564,0.00014506931218128723,0.009230117,0.0001450722
8,0.0001235172109331781,0.008040867,0.00012351618,0.00014114633175534906,0.0090685375,0.00014114892
9,0.000122317775626576,0.00800149,0.00012231681,0.00014096814702373633,0.009069657,0.00014097057
10,0.00012126074708526667,0.007966378,0.00012125969,0.000139808681024544,0.009027947,0.00013981113
11,0.00012033150163557163,0.007934935,0.00012033071,0.0001392278327609499,0.009030133,0.00013923012
12,0.00011952124446671816,0.007907119,0.00011952029,0.00013699798926379518,0.008944217,0.0001370004
13,0.00011875237006844935,0.007880108,0.00011875154,0.00013495298011511334,0.008864171,0.00013495545
14,0.00011804372805288875,0.007854176,0.00011804295,0.00013516792981977155,0.0089004515,0.00013517022
15,0.00011739839803727959,0.007831787,0.00011739755,0.0001344520039555959,0.008893755,0.00013445434
16,0.00011680767565144126,0.0078109624,0.00011680694,0.00013374533944803175,0.008861501,0.00013374769
17,0.00011625573497313813,0.0077911043,0.00011625472,0.0001323281956768838,0.00881454,0.00013233039
18,0.00011571331809695876,0.0077715227,0.00011571241,0.00013134480222115816,0.008771837,0.00013134706
19,0.00011521757444072358,0.007752713,0.000115216666,0.00012934375597283628,0.008692447,0.00012934601
20,0.00011470650661396613,0.007733564,0.00011470578,0.00012891210600660848,0.008676913,0.0001289145
21,0.00011422907361483544,0.007716128,0.00011422826,0.00012762632712346554,0.008604987,0.00012762862
22,0.00011375608060686262,0.0076984516,0.00011375517,0.00012686799782262354,0.008588854,0.00012687019
23,0.00011328350466532139,0.007680323,0.00011328271,0.00012584104073160796,0.0085408855,0.00012584329
24,0.00011281387800240032,0.0076621277,0.0001128129,0.0001243990696299644,0.008467093,0.0001244016
25,0.00011234599350759544,0.0076441397,0.00011234519,0.00012186271971971299,0.008320694,0.00012186504
26,0.00011192739391370665,0.007627099,0.00011192661,0.00012283183001744665,0.008385796,0.00012283416
27,0.0001115026655428439,0.0076111634,0.000111501846,0.00012235070691047056,0.0083542075,0.00012235309
28,0.00011106661295283788,0.0075939503,0.00011106589,0.00012055709732596289,0.008264898,0.0001205595
29,0.00011063917250901904,0.007576225,0.000110638306,0.00012010838974625032,0.008232681,0.00012011061
30,0.0001102579984641232,0.0075613824,0.00011025724,0.00011879596881441884,0.0081583755,0.00011879831
31,0.00010984672291648708,0.0075447466,0.00010984598,0.00011790789145261722,0.008117801,0.00011791032
32,0.00010946158601442511,0.007529045,0.00010946085,0.00011693574598792316,0.008080248,0.000116938245
33,0.0001090623682671633,0.007512551,0.00010906173,0.00011616076711078935,0.0080419425,0.00011616325
34,0.00010868839678437429,0.0074979127,0.000108687884,0.00011554983026678229,0.008010401,0.00011555243
35,0.0001082889361187108,0.007481879,0.00010828828,0.00011537477308568393,0.008006204,0.000115377436
36,0.00010791335102568825,0.00746672,0.000107912674,0.00011444960459299964,0.00796039,0.000114452276
37,0.00010754493739866809,0.00745193,0.00010754422,0.00011341350625454665,0.00790094,0.00011341642
38,0.00010719412250643343,0.0074379686,0.00010719352,0.00011248436424780002,0.00785396,0.000112487134
39,0.00010688017212619342,0.0074255913,0.0001068795,0.00011173417261510522,0.007825077,0.00011173705
40,0.00010655149377290591,0.0074120453,0.0001065508,0.00011144700038627048,0.007798922,0.0001114499
41,0.00010626904302474251,0.007400388,0.00010626806,0.000110291247633556,0.007720795,0.00011029414
42,0.00010599888167165547,0.0073889703,0.00010599802,0.00010978181275426161,0.0077005564,0.000109784785
43,0.00010569949258529866,0.00737687,0.00010569855,0.00010887278818054349,0.0076512573,0.00010887569
44,0.00010543529596753925,0.007366619,0.000105434505,0.00010841293797150128,0.0076308562,0.000108415945
45,0.0001051605646625049,0.0073547238,0.00010515964,0.00010780463278921477,0.00759547,0.000107807544
46,0.00010492056829086386,0.0073451833,0.000104919454,0.00010702730954204346,0.007552409,0.00010703031
47,0.00010467449802590538,0.007335029,0.00010467337,0.00010617819114629126,0.0075036753,0.00010618114
48,0.0001044423791183145,0.007325561,0.000104441104,0.00010505507586858832,0.0074297437,0.00010505804
49,0.00010422290479998386,0.0073164,0.00010422177,0.00010448893423365237,0.007396498,0.000104491955
50,0.00010400609741413723,0.0073077185,0.00010400502,0.00010351693021866501,0.0073370067,0.00010351996
51,0.00010378193625225426,0.0072976877,0.00010378103,0.0001029438036147542,0.007298837,0.00010294669
52,0.0001035647008860396,0.007288287,0.00010356371,0.00010240546871562636,0.0072665666,0.00010240853
53,0.00010336097790306407,0.007279626,0.000103359846,0.00010206534184999018,0.0072537744,0.00010206826
54,0.00010314428758776125,0.0072708656,0.00010314323,0.00010133960498399546,0.0072123045,0.000101342404
55,0.00010292597211634849,0.0072622253,0.000102925034,0.00010143606356157283,0.007220883,0.00010143905
56,0.0001027374560796902,0.007254447,0.00010273635,0.00010110059935865672,0.007206106,0.0001011035
57,0.00010253863827886342,0.0072459946,0.00010253757,0.00010047504030758675,0.0071643717,0.00010047778
58,0.00010234328455493782,0.0072376407,0.000102342325,0.00010012455145706647,0.007145228,0.00010012744
59,0.00010216655612439131,0.0072297296,0.00010216545,9.94174233679469e-05,0.0071003637,9.942019e-05
60,0.00010200282376081653,0.007222628,0.00010200167,9.926634945038749e-05,0.0070972787,9.9269324e-05
61,0.00010185615109984502,0.0072167395,0.000101855134,9.857269113300505e-05,0.0070516136,9.857549e-05
62,0.00010169382465310298,0.007209801,0.0001016928,9.846908763334025e-05,0.007037627,9.847204e-05
63,0.0001015243956111755,0.0072020083,0.000101523525,9.808528384910646e-05,0.0070214933,9.808813e-05
64,0.00010137364687134125,0.007195258,0.00010137268,9.778167579075522e-05,0.0070070997,9.7784534e-05
65,0.00010122814241465601,0.007188873,0.000101227175,9.775593087633192e-05,0.0070051076,9.7758835e-05
66,0.00010107043893896218,0.0071815206,0.000101069454,9.707481457780111e-05,0.0069543733,9.70777e-05
67,0.00010093664956296299,0.0071755247,0.000100935504,9.692131640366617e-05,0.006951577,9.692426e-05
68,0.00010080222690991054,0.0071685086,0.000100801044,9.66704091058274e-05,0.0069328817,9.667326e-05
69,0.00010066912113667068,0.0071624583,0.00010066804,9.651018963237103e-05,0.0069313357,9.651308e-05
70,0.00010055344126861278,0.0071567222,0.00010055254,9.654398919328524e-05,0.0069293603,9.6546966e-05
71,0.00010040908750881498,0.007149903,0.00010040819,9.61377586789569e-05,0.0069016716,9.6140604e-05
72,0.00010029749886888466,0.0071447804,0.00010029646,9.588871359790469e-05,0.00687753,9.589154e-05
